Sample	分组	Class	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200	G201	G202	G203	G204	G205	G206	G207	G208	G209	G210	G211	G212	G213	G214	G215	G216	G217	G218	G219	G220	G221	G222	G223	G224	G225	G226	G227	G228	G229	G230	G231	G232	G233	G234	G235	G236	G237	G238	G239	G240	G241	G242	G243	G244	G245	G246	G247	G248	G249	G250	G251	G252	G253	G254	G255	G256	G257	G258	G259	G260	G261	G262	G263	G264	G265	G266	G267	G268	G269	G270	G271	G272	G273	G274	G275	G276	G277	G278	G279	G280	G281	G282	G283	G284	G285	G286	G287	G288	G289	G290	G291	G292	G293	G294	G295	G296	G297	G298	G299	G300	G301	G302	G303	G304	G305	G306	G307	G308	G309	G310	G311	G312	G313	G314	G315	G316	G317	G318	G319	G320	G321	G322	G323	G324	G325	G326	G327	G328	G329	G330	G331	G332	G333	G334	G335	G336	G337	G338	G339	G340	G341	G342	G343	G344	G345	G346	G347	G348	G349	G350	G351	G352	G353	G354	G355	G356	G357	G358	G359	G360	G361	G362	G363	G364	G365	G366	G367	G368	G369	G370	G371	G372	G373	G374	G375	G376	G377	G378	G379	G380	G381	G382	G383	G384	G385	G386	G387	G388	G389	G390	G391	G392	G393	G394	G395	G396	G397	G398	G399	G400	G401	G402	G403	G404	G405	G406	G407	G408	G409	G410	G411	G412	G413	G414	G415	G416	G417	G418	G419	G420	G421	G422	G423	G424	G425	G426	G427	G428	G429	G430	G431	G432	G433	G434	G435	G436	G437	G438	G439	G440	G441	G442	G443	G444	G445	G446	G447	G448	G449	G450	G451	G452	G453	G454	G455	G456	G457	G458	G459	G460	G461	G462	G463	G464	G465	G466	G467	G468	G469	G470	G471	G472	G473	G474	G475	G476
12667.X2457964	训练组	Control	0	1	1	0	17	0	0	12	0	4	0	0	0	0	10	0	1	0	0	0	26	0	0	0	77	7	0	0	713	205	0	0	4	32	9	0	17	3	0	0	5	9	0	0	118	0	8	0	4	0	15	0	0	0	0	2	221	16	0	1	0	5	290	0	80	0	0	1	0	0	38	0	71	0	0	2	0	0	0	59	0	0	0	0	1	0	0	0	0	1	185	0	0	76	0	2	1	0	0	13	0	0	0	1520	60	0	0	0	0	0	0	17	0	0	0	4	0	14	119	4	0	0	0	0	0	32	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	14	0	0	5	0	6	7	0	143	8	0	0	1	0	10	0	2	3	29	0	0	0	0	0	5	0	0	171	7	0	1	1	30	0	2	102	0	34	0	0	0	0	0	0	0	0	0	0	6	0	0	0	48	2	1	0	18	75	0	19	30	16	0	3	4	0	3	68	0	3	0	0	1	0	12	4	27	0	6	0	0	6	0	0	0	188	1	22	0	0	113	1	0	4	0	0	28	7	3	18	4	7	0	12	0	0	0	0	6	2	329	0	5	18	0	384	0	0	0	0	3	45	95	10	1	2	0	11	0	0	0	0	62	0	0	1	0	21	0	0	4	0	0	0	0	0	0	0	10	10	0	4	1	0	0	10	1	6	31	0	2	30	0	4	0	61	0	8	30	19	0	0	0	0	5	0	10	21	0	14	0	0	0	0	0	0	0	0	0	3	1	7	0	1108	1	0	1	54	14	0	275	0	170	0	47	4	0	15	0	32	5	93	2	5	241	0	0	0	3	1	153	0	2	136	83	0	0	10	0	0	52	45	0	0	0	38	43	0	1	0	0	0	0	0	0	0	1	29	1	0	0	0	1	0	42	0	4	8	2	0	0	38	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2470952	训练组	Control	0	0	0	0	8	1	0	9	0	4	0	3	0	0	14	0	0	0	0	0	9	0	2	0	29	4	0	0	483	29	0	0	1	7	4	0	12	7	0	0	0	0	1	0	93	0	1	2	8	0	8	0	0	0	0	0	74	3	0	0	0	1	79	1	27	0	1	0	0	0	26	0	46	0	0	0	3	0	0	41	0	0	0	0	0	2	1	0	0	5	59	0	0	47	0	0	0	3	2	5	0	0	0	996	55	0	0	0	0	0	0	6	0	0	0	2	0	13	139	0	0	0	0	0	0	21	0	2	0	0	4	1	0	0	3	0	0	3	0	0	0	7	0	0	0	0	13	6	0	118	0	0	0	2	0	3	0	0	0	25	0	0	0	0	0	3	0	0	71	1	0	0	0	13	0	0	62	0	17	0	2	2	0	1	0	1	0	0	0	0	0	0	0	32	0	0	4	18	28	0	19	22	10	1	2	0	2	12	42	0	0	0	0	0	2	2	0	30	0	1	0	0	0	0	1	0	93	0	3	3	0	92	3	0	0	0	0	13	4	11	10	0	0	1	7	0	0	0	0	2	0	181	1	4	4	0	272	0	0	0	0	3	41	40	7	0	0	0	10	0	3	0	0	45	0	0	0	0	36	7	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	10	2	1	23	0	3	6	0	0	0	30	0	1	13	8	1	1	0	0	7	0	5	5	2	0	4	0	0	0	0	0	0	2	0	5	1	9	1	869	0	0	0	41	19	0	164	1	198	0	22	0	0	0	0	22	0	105	9	7	145	0	0	0	1	0	44	3	0	145	295	0	0	2	0	0	41	7	0	0	0	35	8	0	0	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	20	0	5	11	7	0	0	51	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2472337	训练组	Control	0	0	0	0	9	0	4	2	0	0	1	0	0	0	6	1	0	0	0	0	8	0	2	0	24	1	0	0	541	62	7	0	0	14	1	0	13	0	0	0	0	4	0	0	75	0	0	0	7	2	12	0	0	0	0	0	91	5	0	3	0	0	50	0	38	0	0	0	2	0	9	0	11	0	0	0	0	2	0	27	0	0	0	0	3	2	0	0	0	0	54	0	0	90	4	0	0	0	0	5	0	0	0	563	23	0	0	0	0	0	0	9	0	0	0	0	0	1	54	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	4	0	4	0	0	96	10	0	0	2	0	0	0	0	0	24	0	0	0	0	0	7	0	0	70	2	0	0	0	2	0	0	98	0	5	0	0	1	0	0	0	0	0	1	0	4	0	0	0	57	0	0	0	10	16	0	15	37	7	0	0	0	0	2	54	0	0	0	0	0	0	1	0	16	0	4	0	0	0	0	0	0	89	0	5	0	0	110	0	1	0	0	0	4	0	5	11	0	1	1	5	0	0	5	0	0	1	108	0	0	2	0	220	0	0	0	0	3	30	37	9	0	0	0	23	0	1	0	0	54	0	0	0	0	8	2	0	0	0	2	0	1	0	4	3	0	2	0	0	0	0	0	8	0	4	63	0	0	4	0	0	0	48	0	2	12	1	2	0	0	0	4	0	6	4	1	1	0	0	0	0	0	0	0	0	0	14	0	1	2	902	0	0	4	36	19	0	200	0	79	0	18	0	0	3	0	39	0	87	1	7	121	0	0	0	1	2	36	0	0	201	79	0	0	22	0	0	24	16	0	0	3	27	17	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	42	0	0	4	0	0	3	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12667.X2483184	训练组	Control	0	0	0	0	55	7	0	7	0	0	5	12	0	0	38	0	0	3	0	0	29	0	0	0	132	4	0	0	1449	99	0	0	1	52	0	0	42	0	0	0	0	0	6	0	225	0	0	0	8	0	46	0	0	0	0	0	220	39	0	0	0	1	263	1	65	0	0	0	0	0	46	0	102	0	7	0	3	0	0	102	3	0	0	16	0	14	0	0	0	19	279	0	0	143	7	0	4	6	0	1	0	0	0	2244	102	0	0	0	0	0	0	38	0	0	0	4	1	21	226	0	4	0	0	0	0	88	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	17	0	0	0	0	17	2	7	478	19	0	0	17	0	0	0	1	0	85	0	0	0	0	0	4	0	0	281	14	0	0	0	82	0	0	315	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	66	31	0	23	103	9	0	0	0	0	29	166	0	4	0	0	0	0	4	0	64	5	8	0	0	2	0	0	0	248	5	55	0	0	238	12	0	0	0	1	27	18	9	68	0	11	5	80	0	0	0	0	0	5	316	0	0	22	15	785	0	0	8	0	12	140	450	5	0	0	1	40	0	0	0	1	103	0	0	0	0	87	0	0	0	0	0	0	0	0	0	3	2	3	0	11	0	0	0	24	28	84	84	0	0	18	0	0	0	218	0	48	67	12	0	5	2	0	31	0	20	5	0	0	0	1	0	0	0	0	24	1	0	2	0	0	11	2419	0	5	0	75	44	0	692	0	532	0	25	1	0	8	4	91	19	356	1	30	345	0	0	0	14	0	174	0	0	392	1071	0	0	18	0	0	122	53	0	0	3	47	26	0	0	0	0	0	0	27	0	0	12	68	0	0	0	0	1	0	22	0	0	24	0	0	1	83	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2488349	训练组	Control	0	5	0	0	53	0	0	56	0	4	11	8	0	0	23	0	0	7	0	0	97	0	0	0	183	41	0	0	2810	472	22	0	0	96	21	0	47	25	0	0	0	16	5	0	685	0	19	7	16	0	104	0	0	0	0	11	625	15	0	8	0	16	580	9	95	0	2	4	0	0	106	0	92	0	0	3	0	0	6	260	0	0	2	0	6	3	0	0	0	6	282	0	0	319	3	0	0	9	0	43	11	0	0	4295	100	0	0	0	0	0	0	39	0	0	0	0	0	83	2619	0	0	0	1	6	0	192	0	11	5	0	2	0	6	0	1	12	2	2	0	3	0	37	0	0	29	0	60	5	0	896	69	0	0	34	0	17	6	2	0	189	0	1	0	0	9	5	0	0	356	9	0	0	5	78	0	0	514	2	22	6	1	0	0	0	0	0	0	4	0	19	0	0	0	203	6	0	9	7	167	0	39	260	51	0	0	0	0	30	388	0	0	0	0	20	0	5	0	104	0	0	0	0	5	0	3	5	395	0	50	0	0	576	7	6	0	2	0	11	44	0	68	0	0	9	118	0	0	9	10	8	25	903	0	0	38	0	1342	0	0	0	0	0	336	236	22	0	0	9	168	0	8	0	0	193	0	0	7	0	135	4	0	1	0	30	0	0	0	4	26	12	18	0	5	4	0	2	54	2	65	218	0	12	36	2	0	0	225	0	17	116	53	0	8	23	0	62	0	15	56	6	18	25	7	0	0	0	8	0	7	0	24	2	25	8	5463	14	0	0	190	50	1	1097	14	628	0	116	1	0	55	23	174	2	502	14	17	577	0	0	0	3	6	384	1	0	807	663	0	0	39	0	0	202	71	0	0	13	87	107	0	0	0	12	4	5	5	0	0	9	72	4	0	10	0	0	0	101	13	9	35	0	4	0	159	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X2496221	训练组	Control	2	0	0	0	22	0	13	13	0	0	0	2	2	0	5	0	0	0	0	0	2	0	0	0	48	1	0	0	746	88	0	0	0	15	0	0	10	13	0	0	0	0	0	0	132	0	0	0	1	3	44	0	0	0	0	0	179	4	0	0	0	1	220	0	19	0	2	0	0	0	14	0	75	0	0	0	0	0	0	45	0	0	0	0	0	5	0	5	1	0	122	0	5	45	1	1	0	3	0	6	0	0	0	696	87	0	0	3	0	0	0	8	0	0	0	1	0	4	198	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	10	4	1	214	2	0	0	0	0	0	0	0	0	46	0	0	0	0	0	1	0	0	83	7	0	0	1	13	0	0	88	0	12	0	1	0	0	2	0	0	0	2	0	2	0	0	0	31	0	0	0	7	61	0	18	62	12	0	0	0	0	1	67	0	0	0	0	1	1	1	0	55	0	5	0	0	4	0	0	0	129	0	6	0	0	126	3	0	0	0	0	2	8	0	9	0	0	1	15	0	0	0	0	0	0	237	0	0	4	0	443	0	0	0	0	0	35	77	81	0	0	0	13	0	5	0	0	27	0	0	0	2	23	0	0	0	4	0	0	0	0	0	6	0	7	0	0	0	0	0	23	11	33	37	0	1	19	0	0	0	79	0	12	32	20	0	1	0	0	16	0	2	3	7	1	3	0	0	0	0	0	0	0	0	2	0	13	0	1018	0	0	2	21	14	0	167	0	173	0	18	0	0	2	8	14	0	129	3	0	157	0	0	0	1	2	114	0	0	174	85	2	0	9	0	0	40	0	0	0	0	39	27	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	0	14	0	18	4	0	0	0	70	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
12667.X3003105	训练组	Control	4	0	0	0	41	0	0	27	0	14	6	11	0	0	20	0	1	2	0	0	43	0	0	0	62	3	0	0	1021	328	11	0	0	33	19	1	19	13	0	0	0	1	3	0	163	0	4	5	20	1	21	0	0	0	0	0	201	18	0	3	0	9	136	0	38	0	10	0	1	0	47	0	90	0	0	0	4	4	0	92	0	0	3	1	0	0	0	0	0	3	143	0	0	114	5	4	2	0	0	8	0	0	0	2291	127	9	0	0	0	0	0	8	2	0	0	3	0	12	1128	0	0	0	0	0	0	30	0	0	0	0	6	2	2	0	5	0	2	0	0	0	0	12	0	0	4	0	7	4	0	289	5	0	5	13	0	8	0	7	1	50	0	0	0	2	0	0	0	7	161	2	0	0	2	58	0	0	125	1	40	0	5	0	0	4	0	0	0	0	0	7	0	0	0	57	21	0	0	25	66	0	43	90	21	0	0	0	0	9	124	0	0	0	0	1	4	27	0	61	0	8	0	0	12	2	0	0	207	0	29	0	0	154	6	0	0	0	3	17	22	2	30	5	3	0	37	0	0	2	0	0	7	288	0	5	11	0	503	0	0	0	0	2	95	81	13	0	0	0	36	0	1	0	14	147	0	0	1	0	91	1	0	0	0	9	0	0	0	1	1	0	14	0	0	0	4	0	19	19	66	67	0	1	25	0	0	0	100	0	16	59	18	0	13	6	6	11	0	1	10	0	2	0	4	0	0	0	1	0	0	0	6	2	4	21	1532	0	0	0	66	18	3	316	0	329	0	75	2	3	1	7	45	0	167	3	17	219	0	0	0	44	9	243	0	0	188	128	3	0	12	0	0	76	13	2	0	1	29	40	0	0	0	0	0	0	13	0	0	0	29	0	0	0	0	3	0	52	12	12	16	2	0	1	52	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3004746	训练组	Control	7	0	5	0	35	0	0	17	0	6	9	0	0	0	17	0	0	0	0	0	14	0	0	0	55	16	0	0	1207	135	2	0	0	30	1	0	23	10	0	0	4	0	0	0	175	0	8	4	7	2	37	0	0	0	0	0	177	18	0	0	0	1	207	0	63	0	6	0	0	4	59	0	37	0	1	2	0	0	0	53	0	0	0	4	0	0	0	0	0	1	112	7	0	92	5	7	2	4	0	8	4	0	0	1597	45	9	0	0	0	0	0	13	0	0	0	0	0	11	141	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	2	0	12	0	5	381	15	0	0	22	0	0	0	0	0	49	0	0	0	0	0	13	0	2	202	0	0	0	0	24	0	0	202	0	14	0	4	0	0	6	0	0	0	0	0	0	0	0	0	88	4	0	3	21	58	0	29	69	37	0	2	0	0	2	111	0	3	0	0	5	0	10	0	62	0	5	0	0	2	0	0	0	157	0	18	4	0	159	6	0	2	0	0	23	19	6	30	0	1	9	32	0	0	0	0	0	4	245	0	0	20	4	724	0	1	0	0	0	133	120	2	0	0	0	38	0	0	0	0	83	0	0	14	0	18	0	0	1	2	5	0	0	0	0	0	6	3	0	0	0	2	0	19	0	29	36	0	0	18	0	0	0	93	0	14	35	11	0	0	12	0	17	0	5	3	7	18	7	0	0	0	0	4	0	0	0	17	0	11	0	2082	0	0	5	59	30	7	489	0	333	0	8	0	0	0	10	53	5	174	4	20	226	0	0	0	2	0	151	1	0	342	303	7	2	2	0	0	111	10	1	0	1	47	24	0	0	0	0	0	0	1	0	1	0	21	0	0	0	0	4	0	40	0	6	14	0	5	0	49	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3030973	训练组	Control	3	0	0	0	42	0	5	14	0	9	0	5	0	0	12	0	1	0	1	0	15	4	0	0	41	7	0	0	775	146	0	0	0	28	6	0	7	7	0	0	1	0	0	2	171	0	0	0	2	0	33	1	0	0	0	0	217	9	0	0	0	4	502	0	40	0	0	0	0	0	23	0	122	0	0	0	5	0	0	33	1	0	5	1	0	0	0	0	0	0	324	0	0	98	0	0	0	0	0	7	0	0	0	1984	180	0	0	1	0	0	0	12	0	0	0	0	0	16	230	0	0	0	0	0	0	27	0	0	3	8	3	0	0	2	0	0	2	0	0	0	0	5	0	0	2	0	6	11	0	262	14	3	4	19	0	8	0	2	0	54	0	0	0	0	0	7	0	3	119	6	0	0	0	45	0	4	114	0	11	1	0	0	0	7	0	0	0	6	0	8	0	0	1	48	7	1	0	29	116	0	31	105	39	2	0	1	0	10	82	0	0	0	0	6	0	15	0	47	0	33	0	0	3	0	0	0	160	0	44	0	0	129	3	1	4	0	0	28	14	18	40	2	1	5	17	0	0	1	0	6	3	321	0	0	19	1	400	0	9	0	0	0	65	53	23	0	1	0	65	0	0	0	0	60	0	0	7	0	15	5	0	2	1	6	0	0	0	0	3	0	13	0	0	0	3	0	30	5	4	65	2	1	42	0	0	0	68	0	2	42	14	0	3	1	0	17	2	4	27	1	2	7	1	0	0	0	0	0	2	0	1	1	9	1	1316	4	0	4	28	8	2	321	0	146	1	31	1	0	10	0	34	2	144	5	8	191	0	0	1	10	8	83	0	0	205	201	0	0	7	0	0	56	36	0	0	0	70	24	0	9	0	1	0	0	4	0	0	1	23	0	0	0	0	13	0	29	0	5	10	2	0	0	75	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3034050	训练组	Control	0	0	0	0	60	0	0	16	0	0	2	4	0	0	9	0	0	0	3	0	23	0	1	0	78	13	0	0	1129	35	5	0	0	26	1	0	26	7	6	0	4	2	0	0	159	0	17	2	4	0	46	0	0	0	0	0	136	31	0	0	0	3	473	0	16	0	0	0	0	4	80	0	144	0	0	0	0	0	0	40	0	0	5	8	0	0	5	0	0	0	325	1	0	76	1	0	1	8	0	2	0	0	0	1186	287	1	0	0	0	0	0	24	0	0	0	6	0	33	137	0	0	0	0	0	0	32	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	17	5	0	227	23	0	0	10	0	2	0	3	0	52	0	0	0	0	0	8	0	0	134	2	0	0	0	76	0	0	199	0	30	0	1	0	0	0	0	0	0	1	0	0	0	0	10	88	9	1	4	5	131	0	7	62	17	0	4	1	0	2	109	0	0	0	0	2	0	25	0	62	0	1	0	0	12	0	3	0	286	1	34	6	0	122	6	0	5	0	4	12	1	3	47	0	6	3	18	0	0	6	0	0	1	345	2	0	17	1	473	0	0	0	0	0	44	122	13	0	0	0	29	0	4	0	0	142	0	0	1	0	23	0	0	0	3	3	0	0	0	8	2	3	16	0	0	4	0	0	8	0	15	72	0	0	64	2	0	0	117	0	10	37	9	0	0	0	0	13	0	9	33	2	5	21	0	0	0	0	0	0	0	0	2	7	10	4	1580	0	0	4	47	26	0	338	0	389	1	29	3	0	3	6	59	3	225	0	11	151	0	0	0	10	1	86	0	0	273	308	0	2	5	0	0	39	64	0	0	3	47	53	0	1	0	0	0	0	14	0	0	5	43	0	0	0	0	9	0	6	0	0	25	0	0	0	57	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3039009	训练组	Control	4	4	0	0	68	0	0	28	0	31	0	0	1	0	69	0	0	12	0	6	41	0	0	0	135	17	0	0	1686	129	0	0	0	115	32	0	55	6	10	0	0	34	1	0	319	0	0	30	18	0	67	0	0	0	0	0	496	50	0	0	0	32	464	12	82	0	0	0	1	0	72	0	976	0	8	0	0	0	0	198	0	0	0	0	14	0	0	0	0	2	231	0	0	221	58	0	4	7	0	31	1	0	0	6343	124	19	0	0	0	0	0	57	0	0	0	0	8	24	369	0	0	0	0	0	0	134	0	0	0	9	35	0	0	0	2	10	1	0	0	0	0	23	0	0	12	0	213	16	0	487	11	0	0	34	0	2	0	13	0	110	0	0	0	0	0	20	0	3	236	17	0	0	2	90	0	0	198	0	16	0	1	0	0	0	0	0	0	0	0	31	0	3	0	130	1	0	1	62	121	0	67	200	49	0	12	7	0	13	161	3	0	0	0	5	3	3	0	88	0	9	0	0	3	0	4	0	378	0	46	0	0	283	11	0	0	0	0	1085	32	11	68	0	0	25	52	0	0	9	0	151	11	988	0	0	115	0	858	0	16	0	0	2	113	291	19	0	0	0	31	0	28	0	0	159	0	0	1	0	75	84	0	2	0	2	0	0	0	0	4	0	14	4	13	0	0	7	69	19	2	333	15	0	17	0	0	0	155	0	22	143	30	0	6	20	0	291	0	9	31	13	0	0	27	0	0	0	0	0	2	0	53	1	33	0	2699	0	0	0	117	15	0	920	0	564	7	85	5	0	16	14	110	29	357	105	18	532	0	0	0	11	32	389	6	0	312	560	0	3	40	0	0	90	273	0	0	0	112	86	0	0	1	5	0	0	58	0	0	2	77	0	0	0	0	3	0	30	0	10	40	0	0	13	203	76	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12667.X3054832	训练组	Control	0	0	0	0	52	8	0	6	0	0	0	11	0	0	41	6	4	0	0	0	32	0	0	0	86	5	0	0	1647	44	0	0	0	60	14	0	16	36	0	0	6	0	6	0	337	0	4	0	2	7	93	0	0	0	0	0	248	21	0	0	0	8	764	5	73	0	0	0	0	0	55	6	197	0	5	0	0	0	0	88	0	12	0	0	3	0	0	0	0	0	419	0	0	145	0	0	6	0	0	21	2	0	0	2146	218	0	0	1	0	0	0	28	0	0	0	0	3	15	124	9	0	4	0	0	0	88	0	0	0	10	22	0	3	0	0	2	10	5	0	3	0	10	0	0	14	0	11	1	2	488	24	0	0	18	0	5	0	0	0	58	0	0	0	0	0	12	0	11	174	0	0	0	2	46	2	0	288	0	9	0	7	0	7	0	0	0	0	2	0	10	0	0	0	104	33	0	0	33	165	0	91	67	28	0	0	8	0	4	156	0	0	0	0	0	0	65	0	134	0	12	8	0	15	0	2	0	273	0	39	0	0	332	12	0	0	0	1	31	12	5	47	0	0	7	68	0	0	0	0	5	13	396	0	0	17	5	853	0	10	0	0	0	182	447	36	0	8	0	68	0	16	0	0	149	0	0	1	0	48	0	0	0	1	12	0	0	0	2	13	14	34	0	8	0	0	0	42	0	43	68	0	0	57	0	0	0	270	0	6	93	28	0	1	19	6	46	0	30	12	0	4	0	27	0	0	0	0	0	0	0	27	0	45	2	2529	0	0	0	106	1	0	604	0	485	0	55	0	0	7	0	104	8	336	0	17	343	0	0	0	7	1	256	2	0	439	1147	0	0	7	0	0	145	67	0	0	4	103	57	0	0	0	5	0	1	14	0	0	6	46	0	0	10	0	3	0	32	0	8	7	0	5	1	131	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
