OTU	A1	A2	A3	B1	B2	B3
ASV2327	0	0	0	0	0	1
ASV2328	0	0	0	0	0	7
ASV2329	0	0	0	32	93	76
ASV2330	0	0	0	0	0	1
ASV2331	0	0	0	0	0	1
ASV2332	0	0	0	2	1	0
ASV2333	0	0	0	3	0	1
ASV2334	0	0	0	3	20	3
ASV2335	0	0	0	1	0	0
ASV2336	0	0	0	0	2	0
ASV2337	0	0	0	0	3	0
ASV2338	0	0	0	1	0	0
ASV2339	0	0	0	1	0	0
ASV2340	0	0	0	62	15	23
ASV2341	0	0	0	0	19	3
ASV2342	0	0	0	0	1	0
ASV2343	0	0	0	0	1	0
ASV2344	0	0	0	0	1	0
ASV2345	0	0	0	0	1	0
ASV2346	0	0	0	0	1	0
ASV2347	7	3	11	3	3	4
ASV2348	2	2	3	0	0	0
ASV2349	0	0	0	1	0	0
ASV2350	0	0	0	1	0	0
ASV2351	0	0	0	47	3	27
ASV2352	0	0	0	1	0	0
ASV2353	0	0	0	1	0	0
ASV2354	3	0	0	0	0	0
ASV2355	0	0	0	0	0	1
ASV2356	0	0	0	1	1	0
ASV2357	0	4	0	2	1	1
ASV2358	7	4	1	0	0	0
ASV2359	0	0	0	1	1	1
ASV2360	0	0	0	0	0	1
ASV2361	0	0	0	0	0	1
ASV2362	27	29	22	21	19	10
ASV2363	0	0	0	0	0	3
ASV2364	2	0	0	0	0	0
ASV2365	0	1	0	0	0	0
ASV2366	0	0	1	0	0	0
ASV2367	2	0	0	0	0	0
ASV2368	2	0	0	0	0	0
ASV2369	0	0	0	0	2	1
ASV2370	0	0	0	1	12	0
ASV2371	75	69	80	9	0	0
ASV2372	0	0	0	0	3	0
ASV2373	0	0	0	1	0	0
ASV2374	0	0	0	0	2	6
ASV2375	0	0	0	1	0	0
ASV2376	0	0	0	1	0	0
ASV2377	0	0	0	1	2	1
ASV2378	0	0	0	6	0	0
ASV2379	0	4	0	0	0	0
ASV2380	0	0	0	0	1	0
ASV2381	0	0	0	39	32	53
ASV2382	0	0	0	1	0	0
ASV2383	0	0	0	1	0	0
ASV2384	0	0	0	1	0	0
ASV2385	0	0	0	4	0	1
ASV2386	0	0	0	1	1	0
ASV2387	0	2	0	0	0	0
ASV2388	3	13	3	0	0	0
ASV2389	0	0	1	0	0	0
ASV2390	0	0	1	0	0	0
ASV2391	0	1	0	0	0	0
ASV2392	1408	1514	992	4	0	0
ASV2393	0	0	0	299	320	108
ASV2394	0	0	0	0	0	1
ASV2395	0	0	0	0	4	2
ASV2396	0	0	0	3	0	2
ASV2397	0	0	0	1	0	0
ASV2398	0	0	0	0	0	1
ASV2399	0	0	0	0	0	1
ASV2400	0	0	0	174	45	4
ASV2401	0	0	0	1	3	4
ASV2402	0	0	0	1	0	0
ASV2403	0	0	0	0	0	1
ASV2404	0	0	0	0	1	0
ASV2405	0	0	0	1	5	3
ASV2406	0	0	0	1	3	1
ASV2407	0	0	0	0	1	0
ASV2408	0	0	0	2	0	0
ASV2409	0	0	0	1	0	0
ASV2410	0	0	0	0	1	0
ASV2411	0	0	0	12	165	39
ASV2412	0	0	0	1	0	7
ASV2413	0	0	0	2	0	0
ASV2414	0	0	0	0	1	0
ASV2415	0	0	0	3	0	0
ASV2416	0	0	0	3	9	21
ASV2417	0	0	0	0	2	0
ASV2418	0	0	0	0	2	0
ASV2419	0	0	0	0	1	0
ASV2420	0	0	0	3	2	0
ASV2421	0	0	0	21	60	23
ASV2422	0	0	0	0	17	3
ASV2423	0	0	0	1	0	0
ASV2424	0	0	0	0	1	0
ASV2425	0	0	0	0	1	0
ASV2426	0	0	0	2	1	0
ASV2427	0	0	0	1	8	5
ASV2428	0	0	0	1	0	0
ASV2429	0	0	0	1	1	0
ASV2430	8	3	6	0	0	0
ASV2431	0	1	0	227	12	94
ASV2432	0	0	0	0	1	0
ASV2433	0	0	0	1	0	0
ASV2434	0	0	0	3	1	2
ASV2435	0	1	0	0	0	2
ASV2436	47	57	37	38	15	27
ASV2437	1	2	1	0	0	0
ASV2438	0	0	0	0	0	1
ASV2439	0	1	0	0	0	0
ASV2440	0	0	0	4	0	0
ASV2441	38	38	18	17	4	13
ASV2442	100	104	180	0	0	0
ASV2443	0	0	0	0	3	0
ASV2444	0	0	0	0	1	0
ASV2445	0	0	0	1	7	3
ASV2446	0	0	0	1	3	2
ASV2447	0	0	0	4	16	1
ASV2448	0	0	0	1	1	0
ASV2449	0	0	0	0	0	3
ASV2450	0	0	0	2	0	0
ASV2451	0	0	0	0	0	7
ASV2452	0	0	0	90	6	13
ASV2453	2	1	7	5	0	2
ASV2454	0	0	0	0	1	0
ASV2455	83	67	92	0	0	0
ASV2456	14	16	15	0	0	0
ASV2457	0	0	0	1	0	0
ASV2458	0	0	1	0	0	0
ASV2459	0	0	0	1	1	0
ASV2460	0	0	0	1	0	0
ASV2461	0	0	0	1	0	0
ASV2462	0	0	0	148	2	69
ASV2463	0	0	0	2	0	0
ASV2464	0	0	0	1	1	0
ASV2465	0	0	0	3	2	4
ASV2466	0	0	0	11	0	4
ASV2467	0	0	0	1	0	0
ASV2468	0	0	0	15	0	0
ASV2469	1	0	0	0	0	0
ASV2470	3	0	0	0	0	0
ASV2471	1	2	1	0	0	0
ASV2472	1	0	0	0	0	0
ASV2473	0	0	0	17	42	9
ASV2474	0	0	0	0	0	3
ASV2475	0	0	0	0	0	1
ASV2476	0	0	0	2	0	0
ASV2477	0	0	0	0	0	7
ASV2478	0	0	0	0	0	2
ASV2479	0	0	0	12	0	17
ASV2480	0	0	0	2	0	20
ASV2481	83	68	123	1	0	0
ASV2482	0	0	0	0	1	0
ASV2483	0	0	0	0	1	0
ASV2484	1	0	0	0	0	0
ASV2485	0	0	0	1	0	0
ASV2486	0	0	0	1	0	0
ASV2487	0	0	0	4	0	0
ASV2488	0	0	0	1	0	0
ASV2489	0	0	0	0	1	0
ASV2490	0	0	0	0	2	0
ASV2491	0	0	0	0	2	0
